# ----------------------------------------
# Demographic details: City
# Account: Outer Banks CDJR
# Property: American Bathroom Remodelers
# ----------------------------------------
# 
# All Users
# Start date: 20260101
# End date: 20260913
City,Active users,New users,Engaged sessions,Engagement rate,Engaged sessions per active user,Average engagement time per active user,Event count,Key events,User key event rate,Total revenue
North Bend,1,2,1,1,1,572,8,0,0,0
North Fair Oaks,1,2,1,1,1,37,8,0,0,0
North Kingstown,1,2,2,1,2,85,8,0,0,0
North Salt Lake,1,2,0,0,0,8,8,0,0,0
Northbrook,1,2,0,0,0,0,6,0,0,0
Novato,1,2,0,0,0,0,10,0,0,0
Novi,1,2,2,1,2,2,9,0,0,0
Nuestra Senora de La Paz,1,2,2,1,2,45,11,0,0,0
Oak Harbor,1,2,1,1,1,70,8,0,0,0
Oakville,1,2,0,0,0,0,6,0,0,0
Oberlin,1,2,1,1,1,289,32,0,0,0
Ocala,1,2,2,1,2,21,8,0,0,0
Odessa,1,2,1,1,1,312,18,0,0,0
Ojai,1,2,0,0,0,0,10,0,0,0
Okanogan,1,2,1,1,1,0,6,0,0,0
Okara,1,2,0,0,0,0,8,0,0,0
Olancha,1,2,1,1,1,136,12,0,0,0
Olympia,1,2,1,1,1,68,13,0,0,0
Omak,1,2,0,0,0,0,10,0,0,0
Onaway,1,2,1,1,1,51,9,0,0,0
Oneida,1,2,2,1,2,288,9,0,0,0
Orangevale,1,2,2,1,2,0,7,0,0,0
Orcutt,1,2,2,1,2,171,9,0,0,0
Osage City,1,2,0,0,0,14,8,0,0,0
Ossian,1,2,0,0,0,0,6,0,0,0
Owenton,1,2,1,0.5,1,58,13,0,0,0
Oxford,1,2,0,0,0,0,10,0,0,0
Oxnard,1,0,1,1,1,22,2,0,0,0
Pace,1,2,0,0,0,0,6,0,0,0
Paducah,1,2,2,1,2,41,8,0,0,0
Pahrump,1,2,0,0,0,0,6,0,0,0
Palm Bay,1,2,0,0,0,0,6,0,0,0
Palm Coast,1,2,1,1,1,14,8,0,0,0
Palm Desert,1,2,0,0,0,1,7,0,0,0
Palo Alto,1,2,1,0.5,1,3,7,0,0,0
Panama City,1,2,0,0,0,0,6,0,0,0
Paoli,1,2,0,0,0,4,8,0,0,0
Park Falls,1,2,1,1,1,20,9,0,0,0
Park Rapids,1,2,0,0,0,0,6,0,0,0
Parker,1,2,1,0.5,1,1,7,0,0,0
Pasco,1,2,1,1,1,132,8,0,0,0
Paterson,1,2,0,0,0,0,6,0,0,0
Pea Ridge,1,2,0,0,0,0,6,0,0,0
Pearl City,1,2,2,1,2,30,8,0,0,0
Pearland,1,2,0,0,0,6,8,0,0,0
Pell City,1,2,0,0,0,0,10,0,0,0
Pelotas,1,2,1,0.5,1,0,6,0,0,0
Pembroke Pines,1,2,0,0,0,0,7,0,0,0
Pepperell,1,2,2,1,2,83,8,0,0,0
Perris,1,1,0,0,0,0,3,0,0,0
Perry,1,2,0,0,0,0,6,0,0,0
Petersburg,1,0,1,1,1,6,2,0,0,0
Petoskey,1,2,2,1,2,24,10,0,0,0
Pharr,1,2,0,0,0,0,6,0,0,0
Phraek Sa Mai,1,0,4,1,4,144,35,0,0,0
Picnic Point,1,2,1,1,1,6,8,0,0,0
Pine Ridge,1,2,0,0,0,0,6,0,0,0
Pioche,1,2,1,1,1,20,8,0,0,0
Pipestone,1,2,1,1,1,280,9,0,0,0
Pittsburg,1,2,2,1,2,113,8,0,0,0
Pleasant Hill,1,2,2,1,2,62,8,0,0,0
Plovdiv,1,2,2,1,2,5,11,0,0,0
Plummer,1,2,1,1,1,22,8,0,0,0
Pompano Beach,1,2,0,0,0,6,8,0,0,0
Ponchatoula,1,2,0,0,0,3,8,0,0,0
Poplarville,1,0,0,0,0,0,4,0,0,0
Port Angeles,1,0,1,1,1,4,2,0,0,0
Port Charlotte,1,2,1,1,1,66,9,0,0,0
Port Harcourt,1,2,2,1,2,2254,19,0,0,0
Port Orange,1,2,2,1,2,26,10,0,0,0
Portage,1,2,1,1,1,58,13,0,0,0
Porterdale,1,2,1,1,1,6,7,0,0,0
Porterville,1,2,0,0,0,0,6,0,0,0
Porto Seguro,1,2,1,1,1,88,9,0,0,0
Prescott,1,2,2,1,2,47,9,0,0,0
Priceville,1,2,1,1,1,86,18,0,0,0
Progress,1,2,2,1,2,33,9,0,0,0
Prosser,1,2,0,0,0,0,6,0,0,0
Pulaski,1,2,1,0.5,1,13,9,0,0,0
Pullman,1,2,2,1,2,109,9,0,0,0
Punta Cana,1,2,1,1,1,86,15,0,0,0
Punxsutawney,1,2,0,0,0,13,9,0,0,0
Queen Creek,1,2,1,1,1,46,9,0,0,0
Raba,1,0,1,0.5,1,6,7,0,0,0
Rabat,1,2,2,1,2,59,17,0,0,0
Racine,1,2,1,1,1,35,7,0,0,0
Rajkot,1,2,2,1,2,36,13,0,0,0
Rapid City,1,1,0,0,0,0,3,0,0,0
Rawlins,1,2,1,1,1,30,8,0,0,0
Red Bank,1,2,0,0,0,9,9,0,0,0
Red Deer,1,2,0,0,0,0,6,0,0,0
Redding,1,0,1,1,1,2,2,0,0,0
Redlands,1,2,1,1,1,0,8,0,0,0
Redwood,1,2,0,0,0,0,6,0,0,0
Redwood Falls,1,2,1,1,1,55,8,0,0,0
Regina,1,2,0,0,0,0,6,0,0,0
Rehoboth Beach,1,2,0,0,0,4,8,0,0,0
Remington,1,2,0,0,0,0,6,0,0,0
Reno,1,2,0,0,0,0,6,0,0,0
Ridgecrest,1,2,0,0,0,0,10,0,0,0
Ridgefield,1,2,0,0,0,0,6,0,0,0
Rincon,1,2,2,1,2,91,8,0,0,0
Rio Rancho,1,2,0,0,0,8,8,0,0,0
Ritzville,1,2,0,0,0,8,8,0,0,0
Roanoke,1,2,0,0,0,0,7,0,0,0
Rocklin,1,2,1,1,1,33,8,0,0,0
Rockton,1,2,0,0,0,0,6,0,0,0
Rocky River,1,2,0,0,0,0,6,0,0,0
Rohnert Park,1,2,0,0,0,0,6,0,0,0
Romulus,1,2,1,0.5,1,22,7,0,0,0
Roselle Park,1,2,0,0,0,2,8,0,0,0
Rosemead,1,2,0,0,0,0,6,0,0,0
Rosh Haayin,1,2,2,1,2,20,9,0,0,0
Rossford,1,2,0,0,0,0,6,0,0,0
Round Rock,1,2,0,0,0,0,6,0,0,0
Rugby,1,2,0,0,0,0,6,0,0,0
Sahibzada Ajit Singh Nagar,1,2,2,0.25,2,210,31,0,0,0
Saint Leonard,1,2,2,1,2,98,12,0,0,0
Saint Petersburg,1,2,0,0,0,0,6,0,0,0
Saint-Dizier,1,2,0,0,0,0,6,0,0,0
Saitama,1,2,2,0.6666666666666666,2,45,23,0,0,0
Salinas,1,2,0,0,0,9,9,0,0,0
Samrong Nuea,1,0,2,0.6666666666666666,2,126,16,0,0,0
Samsula-Spruce Creek,1,2,0,0,0,0,6,0,0,0
San Agustin,1,2,1,1,1,2,8,0,0,0
San Angelo,1,2,0,0,0,11,9,0,0,0
San Juan,1,2,1,1,1,319,27,0,0,0
San Juan Capistrano,1,2,2,1,2,63,9,0,0,0
San Mateo,1,2,0,0,0,0,10,0,0,0
Sandpoint,1,2,2,1,2,109,20,0,0,0
Sandy,1,2,0,0,0,0,6,0,0,0
Sandy Springs,1,2,0,0,0,0,6,0,0,0
Sanford,1,2,1,1,1,60,8,0,0,0
Santa Fe Springs,1,2,1,0.5,1,0,7,0,0,0
Santa Maria,1,2,1,1,1,33,7,0,0,0
Santa Susana,1,2,0,0,0,3,7,0,0,0
Santiago de Queretaro,1,2,0,0,0,0,6,0,0,0
Sanya,1,0,0,0,0,18,1,0,0,0
Sao Paulo,1,0,1,1,1,266,1,0,0,0
Sarajevo,1,2,1,0.5,1,1,7,0,0,0
Saratoga,1,2,1,1,1,60,9,0,0,0
Sauk Village,1,2,1,1,1,96,8,0,0,0
Sawbridgeworth,1,2,0,0,0,0,6,0,0,0
SeaTac,1,2,2,1,2,97,8,0,0,0
Searcy,1,2,0,0,0,0,6,0,0,0
Selma,1,2,1,1,1,32,8,0,0,0
Seneca Knolls,1,2,1,1,1,253,13,0,0,0
Shahabad,1,0,0,0,0,0,14,0,0,0
Sheffield,1,2,2,1,2,92,15,0,0,0
Sheldon,1,2,0,0,0,0,6,0,0,0
Sherwood Park,1,2,0,0,0,0,6,0,0,0
Sidcup,1,2,1,0.5,1,1,7,0,0,0
Signal Mountain,1,1,1,1,1,0,3,0,0,0
Silverthorne,1,2,1,0.5,1,116,19,0,0,0
Sivakasi,1,2,2,1,2,243,14,0,0,0
Snellville,1,2,2,1,2,23,8,0,0,0
Sonipat,1,2,2,1,2,84,18,0,0,0
Soquel,1,1,1,1,1,6,4,0,0,0
South Bend,1,2,0,0,0,7,8,0,0,0
South Portland,1,0,1,0.5,1,0,5,0,0,0
South Windsor,1,2,0,0,0,0,6,0,0,0
Southaven,1,2,1,1,1,60,8,0,0,0
Southern Pines,1,2,1,0.5,1,10,15,0,0,0
Southwest Ranches,1,2,2,1,2,173,22,1,1,0
Springdale,1,2,1,1,1,35,9,0,0,0
Sremska Mitrovica,1,2,1,0.5,1,0,6,0,0,0
St. Joseph,1,2,1,1,1,69,15,0,0,0
St. Louis,1,2,0,0,0,0,6,0,0,0
Stafford,1,2,0,0,0,10,8,0,0,0
Stanfield,1,1,1,1,1,0,3,0,0,0
Statesboro,1,2,1,0.5,1,75,7,0,0,0
Stayton,1,2,0,0,0,0,6,0,0,0
Stewartville,1,2,1,1,1,72,13,0,0,0
Stockholm,1,2,0,0,0,13,8,0,0,0
Stockton,1,2,0,0,0,0,6,0,0,0
Stow,1,2,3,0.75,3,65,18,0,0,0
Sugar Hill,1,2,1,0.5,1,25,9,0,0,0
Suginami City,1,2,0,0,0,0,6,0,0,0
Sukteri,1,2,2,1,2,3,10,0,0,0
Sunbury,1,2,0,0,0,2,8,0,0,0
Sundre,1,0,0,0,0,1,1,0,0,0
Sunrise,1,2,1,1,1,80,7,0,0,0
Surrey,1,2,0,0,0,0,6,0,0,0
Sutherlin,1,2,0,0,0,0,6,0,0,0
Sutter,1,0,0,0,0,0,4,0,0,0
Syracuse,1,2,0,0,0,10,8,0,0,0
Talladega,1,2,1,1,1,0,7,0,0,0
Tallahassee,1,2,1,1,1,30,9,0,0,0
Teaneck,1,2,0,0,0,0,6,0,0,0
Tecate,1,2,1,1,1,54,9,0,0,0
Temescal Valley,1,2,0,0,0,0,6,0,0,0
Tempe,1,2,1,1,1,54,8,0,0,0
Terrassa,1,2,0,0,0,0,6,0,0,0
Terre Haute,1,2,0,0,0,2,8,0,0,0
Thermal,1,2,2,1,2,128,10,0,0,0
Thomasville,1,2,3,1,3,63,17,0,0,0
Thompson's Station,1,2,2,1,2,118,9,0,0,0
Thousand Oaks,1,2,1,0.3333333333333333,1,0,9,0,0,0
Three Rivers,1,2,2,1,2,0,6,0,0,0
Tigard,1,2,2,1,2,10,9,0,0,0
Torres Vedras,1,2,2,1,2,21,10,0,0,0
Torrevieja,1,2,0,0,0,0,7,0,0,0
Traverse City,1,2,2,1,2,130,9,0,0,0
Trenton,1,2,1,1,1,49,10,0,0,0
Tuckahoe,1,2,1,1,1,22,8,0,0,0
Tulle,1,2,1,1,1,0,6,0,0,0
Tunari,1,2,0,0,0,0,6,0,0,0
Tupelo,1,2,1,1,1,0,6,0,0,0
Tyler,1,2,0,0,0,0,6,0,0,0
Udaipur,1,2,2,1,2,3,9,0,0,0
Umatilla,1,2,1,1,1,336,22,0,0,0
Umm Salal Muhammed,1,2,1,0.5,1,0,6,0,0,0
Utica,1,2,0,0,0,0,6,0,0,0
Val-d'Or,1,2,1,1,1,246,8,0,0,0
Valenzuela,1,0,2,0.5,2,1320,12,0,0,0
Vanderhoof,1,2,2,1,2,276,8,0,0,0
Venice,1,2,1,1,1,93,9,0,0,0
Vermilion,1,2,1,1,1,140,18,0,0,0
Verneuil-en-Halatte,1,2,0,0,0,0,6,0,0,0
Versailles,1,2,0,0,0,0,6,0,0,0
Viersen,1,2,0,0,0,0,6,0,0,0
Vincennes,1,2,1,1,1,96,13,0,0,0
Vineland,1,2,1,1,1,165,14,0,0,0
Wabash,1,2,1,1,1,31,8,0,0,0
Wailuku,1,2,2,1,2,0,8,0,0,0
Wake Forest,1,2,0,0,0,0,6,0,0,0
Waldorf,1,0,2,1,2,197,2,0,0,0
Wall Township,1,2,1,1,1,53,7,0,0,0
Waller,1,2,2,1,2,24,8,0,0,0
Warangal,1,0,2,1,2,173,35,0,0,0
Warm Springs,1,2,0,0,0,0,6,0,0,0
Warner Robins,1,2,1,1,1,19,9,0,0,0
Waterloo,1,2,0,0,0,4,8,0,0,0
Watertown,1,2,0,0,0,0,10,0,0,0
Waterville,1,2,1,1,1,74,8,0,0,0
Wauchula,1,2,1,1,1,59,13,0,0,0
Wausau,1,2,1,1,1,99,9,0,0,0
Weslaco,1,2,3,0.5,3,76,26,0,0,0
West Chester,1,2,0,0,0,15,9,0,0,0
West Des Moines,1,2,2,1,2,30,9,0,0,0
West Falls Church,1,2,0,0,0,0,6,0,0,0
West Fork,1,2,1,1,1,902,8,0,0,0
West Lafayette,1,2,0,0,0,0,10,0,0,0
West Liberty,1,2,1,1,1,54,8,0,0,0
West Newbury,1,2,0,0,0,11,8,0,0,0
West Palm Beach,1,2,1,1,1,0,6,0,0,0
West Springfield,1,2,0,0,0,0,6,0,0,0
Westbrook,1,2,0,0,0,0,6,0,0,0
Westfield,1,2,0,0,0,0,6,0,0,0
Westland,1,2,1,1,1,22,9,0,0,0
Westport,1,0,0,0,0,0,4,0,0,0
Wheatley,1,2,0,0,0,0,6,0,0,0
White Oak,1,2,0,0,0,0,7,0,0,0
White Pine,1,2,1,1,1,77,11,0,0,0
White Plains,1,2,0,0,0,6,8,0,0,0
Whitehall,1,2,1,1,1,61,9,0,0,0
Wildwood Lake,1,2,0,0,0,0,6,0,0,0
Wilkes-Barre,1,2,1,1,1,182,9,0,0,0
Williamsburg,1,2,2,1,2,25,9,0,0,0
Williston,1,2,1,1,1,13,10,0,0,0
Willits,1,2,0,0,0,0,6,0,0,0
Wilmington,1,2,1,1,1,0,7,0,0,0
Winchester,1,2,1,1,1,26,8,0,0,0
Winnemucca,1,2,0,0,0,0,6,0,0,0
Winnsboro,1,2,1,1,1,264,9,0,0,0
Winston-Salem,1,2,2,1,2,37,8,0,0,0
Winters,1,2,0,0,0,0,6,0,0,0
Wolcott,1,2,1,1,1,95,23,0,0,0
Wolverhampton,1,2,0,0,0,0,6,0,0,0
Woodbury,1,2,0,0,0,0,6,0,0,0
Woodmere,1,2,0,0,0,0,6,0,0,0
Woodmoor,1,2,1,1,1,46,9,0,0,0
Woodstock,1,2,3,0.6,3,320,52,0,0,0
Worcester,1,2,1,1,1,115,8,0,0,0
Wrens,1,2,0,0,0,0,6,0,0,0
Wyomissing,1,2,1,1,1,32,7,0,0,0
Yorba Linda,1,2,0,0,0,0,6,0,0,0
Yorkville,1,2,0,0,0,0,6,0,0,0
Ypsilanti,1,2,0,0,0,13,9,0,0,0
Yucaipa,1,0,1,1,1,34,7,0,0,0
Yukon,1,2,1,1,1,502,8,0,0,0
Yuma,1,2,0,0,0,0,6,0,0,0
Zamboanga City,1,2,2,1,2,76,38,0,0,0
Zapopan,1,2,0,0,0,14,8,0,0,0
Zaventem,1,2,0,0,0,0,6,0,0,0
Zhuhai,1,1,0,0,0,0,3,0,0,0
Zurich,1,2,0,0,0,0,6,0,0,0
Amarillo,0,0,0,0,0,0,4,0,0,0
Bentleyville,0,0,0,0,0,0,4,0,0,0
Bolivar,0,0,0,0,0,0,4,0,0,0
Bunkie,0,0,0,0,0,0,4,0,0,0
Chewelah,0,0,0,0,0,0,4,0,0,0
Corning,0,0,0,0,0,0,4,0,0,0
Edgewood,0,0,0,0,0,0,8,0,0,0
Fairmont,0,0,0,0,0,0,4,0,0,0
Hazard,0,0,0,0,0,0,4,0,0,0
Hollister,0,0,0,0,0,0,4,0,0,0
Ionia,0,0,0,0,0,0,4,0,0,0
Kaanapali,0,0,0,0,0,0,4,0,0,0
Lake Havasu City,0,0,0,0,0,0,4,0,0,0
Lancaster,0,0,0,0,0,0,4,0,0,0
Lone Pine,0,0,0,0,0,0,4,0,0,0
Montgomeryville,0,0,0,0,0,0,4,0,0,0
Skiatook,0,0,0,0,0,0,4,0,0,0
Tarboro,0,0,0,0,0,0,4,0,0,0
Tonopah,0,0,0,0,0,0,4,0,0,0
Villa Rica,0,0,0,0,0,0,4,0,0,0
Wallace,0,0,0,0,0,0,4,0,0,0
Wells,0,0,0,0,0,0,4,0,0,0
Williamstown,0,0,0,0,0,0,4,0,0,0
